prefix,resource,organisation,reference,entity
conservation-area,,local-authority-eng:BUC,6194,44007544
conservation-area,,local-authority-eng:BUC,6195,44007545
conservation-area,,local-authority-eng:BUC,6196,44007546
conservation-area,,local-authority-eng:BUC,6197,44007547
conservation-area,,local-authority-eng:BUC,6198,44007548
conservation-area,,local-authority-eng:BUC,6199,44007549
conservation-area,,local-authority-eng:BUC,6200,44007550
conservation-area,,local-authority-eng:BUC,6201,44007551
conservation-area,,local-authority-eng:BUC,6202,44007552
conservation-area,,local-authority-eng:BUC,6203,44007553
conservation-area,,local-authority-eng:BUC,6204,44007554
conservation-area,,local-authority-eng:BUC,6205,44007555
conservation-area,,local-authority-eng:BUC,6206,44007556
conservation-area,,local-authority-eng:BUC,6207,44007557
conservation-area,,local-authority-eng:BUC,6208,44007558
conservation-area,,local-authority-eng:BUC,6209,44007559
conservation-area,,local-authority-eng:BUC,6210,44007560
conservation-area,,local-authority-eng:BUC,6211,44007561
conservation-area,,local-authority-eng:BUC,6212,44007562
conservation-area,,local-authority-eng:BUC,6213,44007563
conservation-area,,local-authority-eng:BUC,6214,44007564
conservation-area,,local-authority-eng:BUC,6215,44007565
conservation-area,,local-authority-eng:BUC,6216,44007566
conservation-area,,local-authority-eng:BUC,6217,44007567
conservation-area,,local-authority-eng:BUC,6218,44007568
conservation-area,,local-authority-eng:BUC,6219,44007569
conservation-area,,local-authority-eng:BUC,6220,44007570
conservation-area,,local-authority-eng:BUC,6221,44007571
conservation-area,,local-authority-eng:BUC,6222,44007572
conservation-area,,local-authority-eng:BUC,6223,44007573
conservation-area,,local-authority-eng:BUC,6224,44007574
conservation-area,,local-authority-eng:BUC,6225,44007575
conservation-area,,local-authority-eng:BUC,6226,44007576
conservation-area,,local-authority-eng:BUC,6227,44007577
conservation-area,,local-authority-eng:BUC,6228,44007578
conservation-area,,local-authority-eng:BUC,6229,44007579
conservation-area,,local-authority-eng:BUC,6230,44007580
conservation-area,,local-authority-eng:BUC,6231,44007581
conservation-area,,local-authority-eng:BUC,6232,44007582
conservation-area,,local-authority-eng:BUC,6233,44007583
conservation-area,,local-authority-eng:BUC,6234,44007584
conservation-area,,local-authority-eng:BUC,6235,44007585
conservation-area,,local-authority-eng:BUC,6236,44007586
conservation-area,,local-authority-eng:BUC,6237,44007587
conservation-area,,local-authority-eng:BUC,6238,44007588
conservation-area,,local-authority-eng:BUC,6239,44007589
conservation-area,,local-authority-eng:BUC,6240,44007590
conservation-area,,local-authority-eng:BUC,6241,44007591
conservation-area,,local-authority-eng:BUC,6242,44007592
conservation-area,,local-authority-eng:BUC,6243,44007593
conservation-area,,local-authority-eng:BUC,6244,44007594
conservation-area,,local-authority-eng:BUC,6245,44007595
conservation-area,,local-authority-eng:BUC,6246,44007596
conservation-area,,local-authority-eng:BUC,6247,44007597
conservation-area,,local-authority-eng:BUC,6248,44007598
conservation-area,,local-authority-eng:BUC,6249,44007599
conservation-area,,local-authority-eng:BUC,6250,44007600
conservation-area,,local-authority-eng:BUC,6251,44007601
conservation-area,,local-authority-eng:BUC,6252,44007602
conservation-area,,local-authority-eng:BUC,6253,44007603
conservation-area,,local-authority-eng:BUC,6254,44007604
conservation-area,,local-authority-eng:BUC,6255,44007605
conservation-area,,local-authority-eng:BUC,6256,44007606
conservation-area,,local-authority-eng:BUC,6257,44007607
conservation-area,,local-authority-eng:BUC,6258,44007608
conservation-area,,local-authority-eng:BUC,6259,44007609
conservation-area,,local-authority-eng:BUC,6260,44007610
conservation-area,,local-authority-eng:BUC,6261,44007611
conservation-area,,local-authority-eng:BUC,6262,44007612
conservation-area,,local-authority-eng:BUC,6263,44007613
conservation-area,,local-authority-eng:BUC,6264,44007614
conservation-area,,local-authority-eng:BUC,6265,44007615
conservation-area,,local-authority-eng:BUC,6266,44007616
conservation-area,,local-authority-eng:BUC,6267,44007617
conservation-area,,local-authority-eng:BUC,6268,44007618
conservation-area,,local-authority-eng:BUC,6269,44007619
conservation-area,,local-authority-eng:BUC,6270,44007620
conservation-area,,local-authority-eng:BUC,6271,44007621
conservation-area,,local-authority-eng:BUC,6272,44007622
conservation-area,,local-authority-eng:BUC,6273,44007623
conservation-area,,local-authority-eng:BUC,6274,44007624
conservation-area,,local-authority-eng:BUC,6275,44007625
conservation-area,,local-authority-eng:BUC,6276,44007626
conservation-area,,local-authority-eng:BUC,6277,44007627
conservation-area,,local-authority-eng:BUC,6278,44007628
conservation-area,,local-authority-eng:BUC,6279,44007629
conservation-area,,local-authority-eng:BUC,6280,44007630
conservation-area,,local-authority-eng:BUC,6281,44007631
conservation-area,,local-authority-eng:BUC,6282,44007632
conservation-area,,local-authority-eng:BUC,6283,44007633
conservation-area,,local-authority-eng:BUC,6284,44007634
conservation-area,,local-authority-eng:BUC,6285,44007635
conservation-area,,local-authority-eng:BUC,6286,44007636
conservation-area,,local-authority-eng:BUC,6287,44007637
conservation-area,,local-authority-eng:BUC,6288,44007638
conservation-area,,local-authority-eng:BUC,6289,44007639
conservation-area,,local-authority-eng:BUC,6290,44007640
conservation-area,,local-authority-eng:BUC,6291,44007641
conservation-area,,local-authority-eng:BUC,6292,44007642
conservation-area,,local-authority-eng:BUC,6293,44007643
conservation-area,,local-authority-eng:BUC,6294,44007644
conservation-area,,local-authority-eng:BUC,6295,44007645
conservation-area,,local-authority-eng:BUC,6296,44007646
conservation-area,,local-authority-eng:BUC,6297,44007647
conservation-area,,local-authority-eng:BUC,6298,44007648
conservation-area,,local-authority-eng:BUC,6299,44007649
conservation-area,,local-authority-eng:BUC,6300,44007650
conservation-area,,local-authority-eng:BUC,6301,44007651
conservation-area,,local-authority-eng:BUC,6302,44007652
conservation-area,,local-authority-eng:BUC,6303,44007653
conservation-area,,local-authority-eng:BUC,6304,44007654
conservation-area,,local-authority-eng:BUC,6305,44007655
conservation-area,,local-authority-eng:BUC,6306,44007656
conservation-area,,local-authority-eng:BUC,6307,44007657
conservation-area,,local-authority-eng:BUC,6308,44007658
conservation-area,,local-authority-eng:BUC,6309,44007659
conservation-area,,local-authority-eng:BUC,6310,44007660
conservation-area,,local-authority-eng:BUC,6311,44007661
conservation-area,,local-authority-eng:BUC,6312,44007662
conservation-area,,local-authority-eng:BUC,6313,44007663
conservation-area,,local-authority-eng:BUC,6314,44007664
conservation-area,,local-authority-eng:BUC,6315,44007665
conservation-area,,local-authority-eng:BUC,6316,44007666
conservation-area,,local-authority-eng:BUC,6317,44007667
conservation-area,,local-authority-eng:BUC,6318,44007668
conservation-area,,local-authority-eng:BUC,6319,44007669
conservation-area,,local-authority-eng:YOR,3101,44007670
conservation-area,,local-authority-eng:YOR,3126,44007671
conservation-area,,local-authority-eng:SHN,CA01,44007672
conservation-area,,local-authority-eng:SHN,CA02,44007673
conservation-area,,local-authority-eng:SHN,CA05,44007674
conservation-area,,local-authority-eng:SHN,CA06,44007675
conservation-area,,local-authority-eng:SHN,CA07,44007676
conservation-area,,local-authority-eng:SHN,CA08,44007677
conservation-area,,local-authority-eng:SHN,CA09,44007678
conservation-area,,local-authority-eng:SHN,CA10,44007679
conservation-area,,local-authority-eng:SOX,1,44007680
conservation-area,,local-authority-eng:SOX,2,44007681
conservation-area,,local-authority-eng:SOX,3,44007682
conservation-area,,local-authority-eng:SOX,4,44007683
conservation-area,,local-authority-eng:SOX,5,44007684
conservation-area,,local-authority-eng:SOX,6,44007685
conservation-area,,local-authority-eng:SOX,7,44007686
conservation-area,,local-authority-eng:SOX,8,44007687
conservation-area,,local-authority-eng:SOX,9,44007688
conservation-area,,local-authority-eng:SOX,10,44007689
conservation-area,,local-authority-eng:SOX,11,44007690
conservation-area,,local-authority-eng:SOX,12,44007691
conservation-area,,local-authority-eng:SOX,13,44007692
conservation-area,,local-authority-eng:SOX,14,44007693
conservation-area,,local-authority-eng:SOX,15,44007694
conservation-area,,local-authority-eng:SOX,16,44007695
conservation-area,,local-authority-eng:SOX,17,44007696
conservation-area,,local-authority-eng:SOX,18,44007697
conservation-area,,local-authority-eng:SOX,19,44007698
conservation-area,,local-authority-eng:SOX,20,44007699
conservation-area,,local-authority-eng:SOX,21,44007700
conservation-area,,local-authority-eng:SOX,22,44007701
conservation-area,,local-authority-eng:SOX,23,44007702
conservation-area,,local-authority-eng:SOX,24,44007703
conservation-area,,local-authority-eng:SOX,25,44007704
conservation-area,,local-authority-eng:SOX,26,44007705
conservation-area,,local-authority-eng:SOX,27,44007706
conservation-area,,local-authority-eng:SOX,28,44007707
conservation-area,,local-authority-eng:SOX,29,44007708
conservation-area,,local-authority-eng:SOX,30,44007709
conservation-area,,local-authority-eng:SOX,31,44007710
conservation-area,,local-authority-eng:SOX,32,44007711
conservation-area,,local-authority-eng:SOX,33,44007712
conservation-area,,local-authority-eng:SOX,34,44007713
conservation-area,,local-authority-eng:SOX,35,44007714
conservation-area,,local-authority-eng:SOX,36,44007715
conservation-area,,local-authority-eng:SOX,37,44007716
conservation-area,,local-authority-eng:SOX,38,44007717
conservation-area,,local-authority-eng:SOX,39,44007718
conservation-area,,local-authority-eng:SOX,40,44007719
conservation-area,,local-authority-eng:SOX,41,44007720
conservation-area,,local-authority-eng:SOX,42,44007721
conservation-area,,local-authority-eng:SOX,43,44007722
conservation-area,,local-authority-eng:SOX,44,44007723
conservation-area,,local-authority-eng:SOX,45,44007724
conservation-area,,local-authority-eng:SOX,46,44007725
conservation-area,,local-authority-eng:SOX,47,44007726
conservation-area,,local-authority-eng:SOX,48,44007727
conservation-area,,local-authority-eng:SOX,49,44007728
conservation-area,,local-authority-eng:SOX,50,44007729
conservation-area,,local-authority-eng:SOX,51,44007730
conservation-area,,local-authority-eng:SOX,52,44007731
conservation-area,,local-authority-eng:SOX,53,44007732
conservation-area,,local-authority-eng:SOX,54,44007733
conservation-area,,local-authority-eng:SOX,55,44007734
conservation-area,,local-authority-eng:SOX,56,44007735
conservation-area,,local-authority-eng:SOX,57,44007736
conservation-area,,local-authority-eng:SOX,58,44007737
conservation-area,,local-authority-eng:SOX,59,44007738
conservation-area,,local-authority-eng:SOX,60,44007739
conservation-area,,local-authority-eng:SOX,61,44007740
conservation-area,,local-authority-eng:SOX,62,44007741
conservation-area,,local-authority-eng:SOX,63,44007742
conservation-area,,local-authority-eng:SOX,64,44007743
conservation-area,,local-authority-eng:SOX,65,44007744
conservation-area,,local-authority-eng:SOX,66,44007745
conservation-area,,local-authority-eng:SOX,67,44007746
conservation-area,,local-authority-eng:SOX,68,44007747
conservation-area,,local-authority-eng:SOX,69,44007748
conservation-area,,local-authority-eng:SOX,70,44007749
conservation-area,,local-authority-eng:SOX,71,44007750
conservation-area,,local-authority-eng:SOX,72,44007751
conservation-area,,local-authority-eng:MAL,1,44007752
conservation-area,,local-authority-eng:MAL,2,44007753
conservation-area,,local-authority-eng:MAL,4,44007754
conservation-area,,local-authority-eng:MAL,5,44007755
conservation-area,,local-authority-eng:MAL,6,44007756
conservation-area,,local-authority-eng:MAL,7,44007757
conservation-area,,local-authority-eng:MAL,8,44007758
conservation-area,,local-authority-eng:MAL,9,44007759
conservation-area,,local-authority-eng:MAL,10,44007760
conservation-area,,local-authority-eng:MAL,11,44007761
conservation-area,,local-authority-eng:MAL,12,44007762
conservation-area,,local-authority-eng:MAL,13,44007763
conservation-area,,local-authority-eng:MAL,14,44007764
conservation-area,,local-authority-eng:MAL,15,44007765
conservation-area,,local-authority-eng:MAL,16,44007766
conservation-area,,local-authority-eng:MAL,17,44007767
conservation-area,,local-authority-eng:MAL,18,44007768
conservation-area,,local-authority-eng:MAL,19,44007769
conservation-area,,local-authority-eng:MAL,20,44007770
conservation-area,,local-authority-eng:MAL,21,44007771
conservation-area,,local-authority-eng:MAL,22,44007772
conservation-area,,local-authority-eng:MAL,23,44007773
conservation-area,,local-authority-eng:MAL,24,44007774
conservation-area,,local-authority-eng:MAL,25,44007775
conservation-area,,local-authority-eng:MAL,26,44007776
conservation-area,,local-authority-eng:MAL,27,44007777
conservation-area,,local-authority-eng:MAL,28,44007778
conservation-area,,local-authority-eng:MAL,29,44007779
conservation-area,,local-authority-eng:MAL,30,44007780
conservation-area,,local-authority-eng:MAL,31,44007781
conservation-area,,local-authority-eng:MAL,32,44007782
conservation-area,,local-authority-eng:MAL,33,44007783
conservation-area,,local-authority-eng:MAL,34,44007784
conservation-area,,local-authority-eng:MAL,35,44007785
conservation-area,,local-authority-eng:MAL,36,44007786
conservation-area,,local-authority-eng:MAL,37,44007787
conservation-area,,local-authority-eng:MAL,38,44007788
conservation-area,,local-authority-eng:MAL,39,44007789
conservation-area,,local-authority-eng:MAL,40,44007790
conservation-area,,local-authority-eng:MAL,41,44007791
conservation-area,,local-authority-eng:MAL,42,44007792
conservation-area,,local-authority-eng:MAL,43,44007793
conservation-area,,local-authority-eng:MAL,44,44007794
conservation-area,,local-authority-eng:MAL,45,44007795
conservation-area,,local-authority-eng:MAL,46,44007796
conservation-area,,local-authority-eng:MAL,47,44007797
conservation-area,,local-authority-eng:MAL,48,44007798
conservation-area,,local-authority-eng:MAL,49,44007799
conservation-area,,local-authority-eng:MAL,50,44007800
conservation-area,,local-authority-eng:MAL,51,44007801
conservation-area,,local-authority-eng:MAL,52,44007802
conservation-area,,local-authority-eng:MAL,53,44007803
conservation-area,,local-authority-eng:MAL,54,44007804
conservation-area,,local-authority-eng:MAL,55,44007805
conservation-area,,local-authority-eng:MAL,56,44007806
conservation-area,,local-authority-eng:MAL,57,44007807
conservation-area,,local-authority-eng:MAL,58,44007808
conservation-area,,local-authority-eng:MAL,61,44007809
conservation-area,,local-authority-eng:MAL,62,44007810
conservation-area,,local-authority-eng:MAL,59,44007811
conservation-area,,local-authority-eng:MAL,60,44007812
conservation-area,,local-authority-eng:MAL,63,44007813
conservation-area,,local-authority-eng:MAL,64,44007814
conservation-area,,local-authority-eng:MAL,65,44007815
conservation-area,,local-authority-eng:MAL,66,44007816
conservation-area,,local-authority-eng:MAL,67,44007817
conservation-area,,local-authority-eng:MAL,68,44007818
conservation-area,,local-authority-eng:MAL,69,44007819
conservation-area,,local-authority-eng:MAL,71,44007820
conservation-area,,local-authority-eng:MAL,72,44007821
conservation-area,,local-authority-eng:MAL,73,44007822
conservation-area,,local-authority-eng:MAL,74,44007823
conservation-area,,local-authority-eng:MAL,76,44007824
conservation-area,,local-authority-eng:MAL,78,44007825
conservation-area,,local-authority-eng:MAL,77,44007826
conservation-area,,local-authority-eng:MAL,79,44007827
conservation-area,,local-authority-eng:MAL,80,44007828
conservation-area,,local-authority-eng:MAL,81,44007829
conservation-area,,local-authority-eng:MAL,82,44007830
conservation-area,,local-authority-eng:CAR,HOLM,44007831
conservation-area,,local-authority-eng:CAR,VICT,44007832
conservation-area,,local-authority-eng:CAR,WOOD,44007833
conservation-area,,local-authority-eng:CAR,LBUR,44007834
conservation-area,,local-authority-eng:CAR,LONG,44007835
conservation-area,,local-authority-eng:CAR,BRAM,44007836
conservation-area,,local-authority-eng:CAR,GCOR,44007837
conservation-area,,local-authority-eng:CAR,RICK,44007838
conservation-area,,local-authority-eng:CAR,WAED,44007839
conservation-area,,local-authority-eng:CAR,SETT,44007840
conservation-area,,local-authority-eng:CAR,STAN,44007841
conservation-area,,local-authority-eng:CAR,DALS,44007842
conservation-area,,local-authority-eng:CAR,BOTC,44007843
conservation-area,,local-authority-eng:CAR,TARR,44007844
conservation-area,,local-authority-eng:CAR,CUMR,44007845
conservation-area,,local-authority-eng:CAR,CCEN,44007846
conservation-area,,local-authority-eng:CAR,WETH,44007847
conservation-area,,local-authority-eng:CAR,BURG,44007848
conservation-area,,local-authority-eng:CAR,PORT,44007849
conservation-area,,local-authority-eng:CAR,BRIS,44007850
conservation-area,,local-authority-eng:KWL,1480,44007851
conservation-area,,local-authority-eng:KWL,1481,44007852
conservation-area,,local-authority-eng:KWL,1482,44007853
conservation-area,,local-authority-eng:KWL,1483,44007854
conservation-area,,local-authority-eng:KWL,1484,44007855
conservation-area,,local-authority-eng:KWL,1485,44007856
conservation-area,,local-authority-eng:KWL,1486,44007857
conservation-area,,local-authority-eng:KWL,1487,44007858
conservation-area,,local-authority-eng:KWL,24428,44007859
conservation-area,,local-authority-eng:KWL,1489,44007860
conservation-area,,local-authority-eng:KWL,1490,44007861
conservation-area,,local-authority-eng:KWL,1491,44007862
conservation-area,,local-authority-eng:KWL,1492,44007863
conservation-area,,local-authority-eng:KWL,1493,44007864
conservation-area,,local-authority-eng:KWL,1998,44007865
conservation-area,,local-authority-eng:LCE,CG,44007866
conservation-area,,local-authority-eng:CON,21,44007867
conservation-area,,local-authority-eng:CON,22,44007868
conservation-area,,local-authority-eng:CON,128,44007869
conservation-area,,local-authority-eng:CON,143,44007870
conservation-area,,local-authority-eng:SEG,10,44007871
conservation-area,,local-authority-eng:SEG,16,44007872
conservation-area,,local-authority-eng:WNM,conservation_areas,44007873
conservation-area,,local-authority-eng:SHF,3,44007874
conservation-area,,local-authority-eng:SHF,Birkendale Conservation Area,44007874
conservation-area,,local-authority-eng:SHF,Birkendale,44007874
conservation-area,,local-authority-eng:SHF,4,44007875
conservation-area,,local-authority-eng:SHF,5,44007876
conservation-area,,local-authority-eng:SHF,Wadsley Conservation Area,44007876
conservation-area,,local-authority-eng:SHF,Wadsley,44007876
conservation-area,,local-authority-eng:SHF,7,44007877
conservation-area,,local-authority-eng:SHF,Ecclesfield Conservation Area,44007877
conservation-area,,local-authority-eng:SHF,Ecclesfield,44007877
conservation-area,,local-authority-eng:SHF,10,44007878
conservation-area,,local-authority-eng:SHF,Broomhill Conservation Area,44007878
conservation-area,,local-authority-eng:SHF,Broomhill,44007878
conservation-area,,local-authority-eng:SHF,11,44007879
conservation-area,,local-authority-eng:SHF,Hanover Conservation Area,44007879
conservation-area,,local-authority-eng:SHF,Hanover,44007879
conservation-area,,local-authority-eng:SHF,16,44007880
conservation-area,,local-authority-eng:SHF,Dore Conservation Area,44007880
conservation-area,,local-authority-eng:SHF,Dore,44007880
conservation-area,,local-authority-eng:SHF,17,44007881
conservation-area,,local-authority-eng:SHF,General Cemetery Conservation Area,44007881
conservation-area,,local-authority-eng:SHF,General Cemetery,44007881
conservation-area,,local-authority-eng:SHF,19,44007882
conservation-area,,local-authority-eng:SHF,Norton Conservation Area,44007882
conservation-area,,local-authority-eng:SHF,Norton,44007882
conservation-area,,local-authority-eng:SHF,20,44007883
conservation-area,,local-authority-eng:SHF,Nether Edge,44007883
conservation-area,,local-authority-eng:SHF,24,44007884
conservation-area,,local-authority-eng:SHF,John Street Conservation Area,44007884
conservation-area,,local-authority-eng:SHF,John Street,44007884
conservation-area,,local-authority-eng:SHF,25,44007885
conservation-area,,local-authority-eng:SHF,Hackenthorpe Conservation Area,44007885
conservation-area,,local-authority-eng:SHF,Hackenthorpe,44007885
conservation-area,,local-authority-eng:SHF,28,44007886
conservation-area,,local-authority-eng:SHF,Langsett Conservation Area,44007886
conservation-area,,local-authority-eng:SHF,Langsett,44007886
conservation-area,,local-authority-eng:SHF,29,44007887
conservation-area,,local-authority-eng:SHF,Oakes Park,44007887
conservation-area,,local-authority-eng:SHF,Oakes park Conservation Area,44007887
conservation-area,,local-authority-eng:SHF,30,44007888
conservation-area,,local-authority-eng:SHF,35,44007889
conservation-area,,local-authority-eng:SHF,Moss Valley Conservation Area,44007889
conservation-area,,local-authority-eng:SHF,Moss Valley,44007889
conservation-area,,local-authority-eng:SHF,39,44007890
conservation-area,,local-authority-eng:SHF,Grenoside,44007890
conservation-area,,local-authority-eng:ESK,1,44007891
conservation-area,,local-authority-eng:ESK,2,44007892
conservation-area,,local-authority-eng:ESK,3,44007893
conservation-area,,local-authority-eng:ESK,4,44007894
conservation-area,,local-authority-eng:ESK,8,44007895
conservation-area,,local-authority-eng:ESK,9,44007896
conservation-area,,local-authority-eng:ESK,10,44007897
conservation-area,,local-authority-eng:ESK,11,44007898
conservation-area,,local-authority-eng:ESK,14,44007899
conservation-area,,local-authority-eng:ESK,15,44007900
conservation-area,,local-authority-eng:ESK,16,44007901
conservation-area,,local-authority-eng:NOW,CA6,44007902
conservation-area,,local-authority-eng:NOW,CA2,44007903
conservation-area,,local-authority-eng:NOW,CA11,44007904
conservation-area,,local-authority-eng:NOW,CA16,44007905
conservation-area,,local-authority-eng:NOW,CA7,44007906
conservation-area,,local-authority-eng:NOW,CA12,44007907
conservation-area,,local-authority-eng:NOW,CA9,44007908
conservation-area,,local-authority-eng:NOW,CA1,44007909
conservation-area,,local-authority-eng:NOW,CA17,44007910
conservation-area,,local-authority-eng:NOW,CA10,44007911
conservation-area,,local-authority-eng:NOW,CA15,44007912
conservation-area,,local-authority-eng:NOW,CA13,44007913
conservation-area,,local-authority-eng:NOW,CA4,44007914
conservation-area,,local-authority-eng:NOW,CA3,44007915
conservation-area,,local-authority-eng:NOW,CA14,44007916
conservation-area,,local-authority-eng:NOW,CA8,44007917
conservation-area,,local-authority-eng:NOW,CA5,44007918
conservation-area,,local-authority-eng:CLD,7,44007919
conservation-area,,local-authority-eng:CLD,13,44007920
conservation-area,,local-authority-eng:CLD,14,44007921
conservation-area,,local-authority-eng:CLD,18,44007922
conservation-area,,local-authority-eng:CLD,1,44007923
conservation-area,,local-authority-eng:CLD,2,44007924
conservation-area,,local-authority-eng:OLD,GAS,44007925
conservation-area,,local-authority-eng:OLD,LEE,44007926
conservation-area,,local-authority-eng:OLD,SCO,44007927
conservation-area,,local-authority-eng:OLD,VSC,44007928
conservation-area,,local-authority-eng:OLD,FAI,44007929
conservation-area,,local-authority-eng:OLD,SCC,44007930
conservation-area,,local-authority-eng:OLD,LAL,44007931
conservation-area,,local-authority-eng:OLD,UPP,44007932
conservation-area,,local-authority-eng:OLD,DEL,44007933
conservation-area,,local-authority-eng:OLD,DEN,44007934
conservation-area,,local-authority-eng:OLD,RGM,44007935
conservation-area,,local-authority-eng:OLD,NDE,44007936
conservation-area,,local-authority-eng:OLD,WOO,44007937
conservation-area,,local-authority-eng:OLD,DOB,44007938
conservation-area,,local-authority-eng:OLD,OTC,44007939
conservation-area,,local-authority-eng:OLD,BOA,44007940
conservation-area,,local-authority-eng:OLD,BHN,44007941
conservation-area,,local-authority-eng:OLD,TAM,44007942
conservation-area,,local-authority-eng:OLD,HYG,44007943
conservation-area,,local-authority-eng:OLD,GGE,44007944
conservation-area,,local-authority-eng:OLD,STB,44007945
conservation-area,,local-authority-eng:OLD,SPR,44007946
conservation-area,,local-authority-eng:OLD,HEY,44007947
conservation-area,,local-authority-eng:OLD,GFT,44007948
conservation-area,,local-authority-eng:OLD,NTA,44007949
conservation-area,,local-authority-eng:OLD,PCS,44007950
conservation-area,,local-authority-eng:OLD,THC,44007951
conservation-area,,local-authority-eng:OLD,LYD,44007952
conservation-area,,local-authority-eng:OLD,DIG,44007953
conservation-area,,local-authority-eng:OLD,SJS,44007954
conservation-area,,local-authority-eng:OLD,CRF,44007955
conservation-area,,local-authority-eng:OLD,BOW,44007956
conservation-area,,local-authority-eng:OLD,HPG,44007957
conservation-area,,local-authority-eng:OLD,HTG,44007958
conservation-area,,local-authority-eng:OLD,ATM,44007959
conservation-area,,local-authority-eng:OLD,APK,44007960
conservation-area,,local-authority-eng:HAL,1,44007961
conservation-area,,local-authority-eng:HAL,3,44007962
conservation-area,,local-authority-eng:HAL,6,44007963
conservation-area,,local-authority-eng:BRC,5,44007964
conservation-area,,local-authority-eng:BRC,6,44007965
conservation-area,,local-authority-eng:SOS,14,44007966
conservation-area,,local-authority-eng:SOS,10,44007967
conservation-area,,local-authority-eng:SOS,12,44007968
conservation-area,,local-authority-eng:SOS,9,44007969
conservation-area,,local-authority-eng:SOS,13,44007970
conservation-area,,local-authority-eng:SOS,3,44007971
conservation-area,,local-authority-eng:SOS,1,44007972
conservation-area,,local-authority-eng:SOS,7,44007973
conservation-area,,local-authority-eng:COT,130,44007974
conservation-area,,local-authority-eng:COT,199,44007975
conservation-area,,local-authority-eng:BRT,14,44007976
conservation-area,,local-authority-eng:BRT,16,44007977
conservation-area,,local-authority-eng:PUR,1,44007978
conservation-area,,local-authority-eng:PUR,2,44007979
conservation-area,,local-authority-eng:PUR,3,44007980
conservation-area,,local-authority-eng:PUR,4,44007981
conservation-area,,local-authority-eng:PUR,5,44007982
conservation-area,,local-authority-eng:PUR,6,44007983
conservation-area,,local-authority-eng:PUR,7,44007984
conservation-area,,local-authority-eng:PUR,8,44007985
conservation-area,,local-authority-eng:PUR,9,44007986
conservation-area,,local-authority-eng:PUR,10,44007987
conservation-area,,local-authority-eng:PUR,11,44007988
conservation-area,,local-authority-eng:PUR,12,44007989
conservation-area,,local-authority-eng:PUR,19,44007990
conservation-area,,local-authority-eng:PUR,13,44007991
conservation-area,,local-authority-eng:PUR,14,44007992
conservation-area,,local-authority-eng:PUR,15,44007993
conservation-area,,local-authority-eng:PUR,16,44007994
conservation-area,,local-authority-eng:PUR,20,44007995
conservation-area,,local-authority-eng:PUR,17,44007996
conservation-area,,local-authority-eng:PUR,18,44007997
conservation-area,,local-authority-eng:PUR,32,44007998
conservation-area,,local-authority-eng:PUR,21,44007999
conservation-area,,local-authority-eng:PUR,22,44008000
conservation-area,,local-authority-eng:PUR,23,44008001
conservation-area,,local-authority-eng:PUR,24,44008002
conservation-area,,local-authority-eng:PUR,25,44008003
conservation-area,,local-authority-eng:PUR,26,44008004
conservation-area,,local-authority-eng:PUR,27,44008005
conservation-area,,local-authority-eng:PUR,28,44008006
conservation-area,,local-authority-eng:PUR,29,44008007
conservation-area,,local-authority-eng:PUR,30,44008008
conservation-area,,local-authority-eng:PUR,31,44008009
conservation-area,,local-authority-eng:PUR,33,44008010
conservation-area,,local-authority-eng:PUR,34,44008011
conservation-area,,local-authority-eng:PUR,35,44008012
conservation-area,,local-authority-eng:PUR,36,44008013
conservation-area,,local-authority-eng:PUR,37,44008014
conservation-area,,local-authority-eng:PUR,38,44008015
conservation-area,,local-authority-eng:PUR,39,44008016
conservation-area,,local-authority-eng:PUR,40,44008017
conservation-area,,local-authority-eng:PUR,41,44008018
conservation-area,,local-authority-eng:PUR,44,44008019
conservation-area,,local-authority-eng:PUR,42,44008020
conservation-area,,local-authority-eng:PUR,45,44008021
conservation-area,,local-authority-eng:PUR,46,44008022
conservation-area,,local-authority-eng:PUR,47,44008023
conservation-area,,local-authority-eng:PUR,48,44008024
conservation-area,,local-authority-eng:PUR,43,44008025
conservation-area,,local-authority-eng:PUR,49,44008026
conservation-area,,local-authority-eng:PUR,50,44008027
conservation-area,,local-authority-eng:PUR,55,44008028
conservation-area,,local-authority-eng:PUR,51,44008029
conservation-area,,local-authority-eng:PUR,52,44008030
conservation-area,,local-authority-eng:PUR,53,44008031
conservation-area,,local-authority-eng:PUR,54,44008032
conservation-area,,local-authority-eng:PUR,56,44008033
conservation-area,,local-authority-eng:PUR,57,44008034
conservation-area,,local-authority-eng:PUR,58,44008035
conservation-area,,local-authority-eng:PUR,59,44008036
conservation-area,,local-authority-eng:PUR,60,44008037
conservation-area,,local-authority-eng:PUR,61,44008038
conservation-area,,local-authority-eng:PUR,62,44008039
conservation-area,,local-authority-eng:PUR,63,44008040
conservation-area,,local-authority-eng:PUR,73,44008041
conservation-area,,local-authority-eng:PUR,64,44008042
conservation-area,,local-authority-eng:PUR,90,44008043
conservation-area,,local-authority-eng:PUR,65,44008044
conservation-area,,local-authority-eng:PUR,91,44008045
conservation-area,,local-authority-eng:PUR,66,44008046
conservation-area,,local-authority-eng:PUR,67,44008047
conservation-area,,local-authority-eng:PUR,68,44008048
conservation-area,,local-authority-eng:PUR,69,44008049
conservation-area,,local-authority-eng:PUR,70,44008050
conservation-area,,local-authority-eng:PUR,71,44008051
conservation-area,,local-authority-eng:PUR,92,44008052
conservation-area,,local-authority-eng:PUR,72,44008053
conservation-area,,local-authority-eng:PUR,74,44008054
